GO	go_name	go_namespace
GO:0071007	U2-type catalytic step 2 spliceosome	CC
GO:0071008	U2-type post-mRNA release spliceosomal complex	CC
GO:0071011	precatalytic spliceosome	CC
GO:0071013	catalytic step 2 spliceosome	CC
GO:0071014	post-mRNA release spliceosomal complex	CC
GO:0071020	post-spliceosomal complex	CC
GO:0071021	U2-type post-spliceosomal complex	CC
GO:0071025	RNA surveillance	BP
GO:0071028	nuclear mRNA surveillance	BP
GO:0071031	nuclear mRNA surveillance of mRNA 3'-end processing	BP
GO:0071033		
GO:0071034	CUT catabolic process	BP
GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process	BP
GO:0071036	nuclear polyadenylation-dependent snoRNA catabolic process	BP
GO:0071037	nuclear polyadenylation-dependent snRNA catabolic process	BP
GO:0071038	TRAMP-dependent tRNA surveillance pathway	BP
GO:0071039	nuclear polyadenylation-dependent CUT catabolic process	BP
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process	BP
GO:0071041	antisense RNA transcript catabolic process	BP
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process	BP
GO:0071044	histone mRNA catabolic process	BP
GO:0071048		
GO:0071049		
GO:0071050	obsolete sno(s)RNA polyadenylation	BP
GO:0071051	poly(A)-dependent snoRNA 3'-end processing	BP
GO:0071071	regulation of phospholipid biosynthetic process	BP
GO:0071072	negative regulation of phospholipid biosynthetic process	BP
GO:0071076	obsolete RNA 3' uridylation	BP
GO:0071139	resolution of DNA recombination intermediates	BP
GO:0071140	resolution of mitotic recombination intermediates	BP
GO:0071168	protein localization to chromatin	BP
GO:0071169	establishment of protein localization to chromatin	BP
GO:0071173	spindle assembly checkpoint signaling	BP
GO:0071210	protein insertion into membrane raft	BP
GO:0071218	cellular response to misfolded protein	BP
GO:0071230	cellular response to amino acid stimulus	BP
GO:0071243	cellular response to arsenic-containing substance	BP
GO:0071244	cellular response to carbon dioxide	BP
GO:0071255	Cvt vesicle assembly	BP
GO:0071261	Ssh1 translocon complex	CC
GO:0071266	'de novo' L-methionine biosynthetic process	BP
GO:0071276	cellular response to cadmium ion	BP
GO:0071277	cellular response to calcium ion	BP
GO:0071294	cellular response to zinc ion	BP
GO:0071313	cellular response to caffeine	BP
GO:0071322	cellular response to carbohydrate stimulus	BP
GO:0071333	cellular response to glucose stimulus	BP
GO:0071341	medial cortical node	CC
GO:0071361	cellular response to ethanol	BP
GO:0071406	cellular response to methylmercury	BP
GO:0071421	manganese ion transmembrane transport	BP
GO:0071422	succinate transmembrane transport	BP
GO:0071423	malate transmembrane transport	BP
GO:0071433	cell wall repair	BP
GO:0071441	obsolete negative regulation of histone H3-K14 acetylation	BP
GO:0071443	tDNA binding	MF
GO:0071454	cellular response to anoxia	BP
GO:0071455	cellular response to hyperoxia	BP
GO:0071459	protein localization to chromosome, centromeric region	BP
GO:0071466	cellular response to xenobiotic stimulus	BP
GO:0071469	cellular response to alkaline pH	BP
GO:0071470	cellular response to osmotic stress	BP
GO:0071472	cellular response to salt stress	BP
GO:0071473	cellular response to cation stress	BP
GO:0071483	cellular response to blue light	BP
GO:0071507	pheromone response MAPK cascade	BP
GO:0071508	obsolete activation of MAPK activity involved in conjugation with cellular fusion	BP
GO:0071515	mating-type locus imprinting	BP
GO:0071528	tRNA re-export from nucleus	BP
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	CC
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	CC
GO:0071555	cell wall organization	BP
GO:0071561	nucleus-vacuole junction	CC
GO:0071562	nucleus-vacuole junction assembly	BP
GO:0071563	Myo2p-Vac17p-Vac8p transport complex	CC
GO:0071572	obsolete histone H3-K56 deacetylation	BP
GO:0071574	protein localization to medial cortex	BP
GO:0071577	zinc ion transmembrane transport	BP
GO:0071586	CAAX-box protein processing	BP
GO:0071590	nicotinamide riboside biosynthetic process	BP
GO:0071592	nicotinic acid riboside biosynthetic process	BP
GO:0071595	Nem1-Spo7 phosphatase complex	CC
GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway	BP
GO:0071618	lysophosphatidylethanolamine acyltransferase activity	MF
GO:0071627	obsolete integral component of fungal-type vacuolar membrane	CC
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	BP
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	BP
GO:0071686	obsolete horsetail nucleus	CC
GO:0071687	obsolete horsetail nucleus leading edge	CC
GO:0071701	obsolete regulation of MAPK export from nucleus	BP
GO:0071702	obsolete organic substance transport	BP
GO:0071704	obsolete organic substance metabolic process	BP
GO:0071712	obsolete ER-associated misfolded protein catabolic process	BP
GO:0071734	obsolete biotin-[pyruvate-carboxylase] ligase activity	MF
GO:0071765	nuclear inner membrane organization	BP
GO:0071786	endoplasmic reticulum tubular network organization	BP
GO:0071790		
GO:0071805	potassium ion transmembrane transport	BP
GO:0071806	protein transmembrane transport	BP
GO:0071816	tail-anchored membrane protein insertion into ER membrane	BP
GO:0071819	DUBm complex	CC
GO:0071821	FANCM-MHF complex	CC
GO:0071846	actin filament debranching	BP
GO:0071851	obsolete mitotic G1 cell cycle arrest in response to nitrogen starvation	BP
GO:0071852	fungal-type cell wall organization or biogenesis	BP
GO:0071885	N-terminal protein N-methyltransferase activity	MF
GO:0071894	obsolete histone H2B conserved C-terminal lysine ubiquitination	BP
GO:0071897	DNA biosynthetic process	BP
GO:0071901	negative regulation of protein serine/threonine kinase activity	BP
GO:0071902	positive regulation of protein serine/threonine kinase activity	BP
GO:0071916	dipeptide transmembrane transporter activity	MF
GO:0071918	urea transmembrane transport	BP
GO:0071921	obsolete cohesin loading	BP
GO:0071930	obsolete negative regulation of transcription involved in G1/S transition of mitotic cell cycle	BP
GO:0071931	obsolete positive regulation of transcription involved in G1/S transition of mitotic cell cycle	BP
GO:0071933	Arp2/3 complex binding	MF
GO:0071934	thiamine transmembrane transport	BP
GO:0071940	fungal-type cell wall assembly	BP
GO:0071949	FAD binding	MF
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	BP
GO:0071957	old mitotic spindle pole body	CC
GO:0071958	new mitotic spindle pole body	CC
GO:0071963	establishment or maintenance of cell polarity regulating cell shape	BP
GO:0071970	fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process	BP
GO:0071985	multivesicular body sorting pathway	BP
GO:0071986	Ragulator complex	CC
GO:0071989	establishment of protein localization to spindle pole body	BP
GO:0071996	glutathione transmembrane import into vacuole	BP
GO:0072318	clathrin coat disassembly	BP
GO:0072334	UDP-galactose transmembrane transport	BP
GO:0072353	obsolete cellular age-dependent response to reactive oxygen species	BP
GO:0072357	PTW/PP1 phosphatase complex	CC
GO:0072370	obsolete histone H2A-S121 phosphorylation	BP
GO:0072371	histone H2AS121 kinase activity	MF
GO:0072380	TRC complex	CC
GO:0072383	plus-end-directed vesicle transport along microtubule	BP
GO:0072423	response to DNA damage checkpoint signaling	BP
GO:0072428		
GO:0072453		
GO:0072462		
GO:0072479	response to mitotic cell cycle spindle assembly checkpoint signaling	BP
GO:0072480		
GO:0072488	ammonium transmembrane transport	BP
GO:0072489	methylammonium transmembrane transport	BP
GO:0072542	protein phosphatase activator activity	MF
GO:0072546	EMC complex	CC
GO:0072593	reactive oxygen species metabolic process	BP
GO:0072665	protein localization to vacuole	BP
GO:0072670	mitochondrial tRNA threonylcarbamoyladenosine modification	BP
GO:0072671	mitochondria-associated ubiquitin-dependent protein catabolic process	BP
GO:0072686	mitotic spindle	CC
GO:0072687	meiotic spindle	CC
GO:0072697	protein localization to cell cortex	BP
GO:0072766	centromere clustering at the mitotic interphase nuclear envelope	BP
GO:0075296	positive regulation of ascospore formation	BP
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	CC
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding	MF
GO:0080101	obsolete phosphatidyl-N-dimethylethanolamine N-methyltransferase activity	MF
GO:0080129	proteasome core complex assembly	BP
GO:0080130	L-phenylalanine:2-oxoglutarate transaminase activity	MF
GO:0080132	fatty acid 2-hydroxylase activity	MF
GO:0080139	borate efflux transmembrane transporter activity	MF
GO:0080163	obsolete regulation of protein serine/threonine phosphatase activity	BP
GO:0080182	obsolete histone H3-K4 trimethylation	BP
GO:0089701	U2AF complex	CC
GO:0089707	L-lysine transmembrane export from vacuole	BP
GO:0089708	L-histidine transmembrane export from vacuole	BP
GO:0089711		
GO:0089712		
GO:0089713	Cbf1-Met4-Met28 complex	CC
GO:0089721	phosphoenolpyruvate transmembrane transporter activity	MF
GO:0090002		
GO:0090006	regulation of linear element assembly	BP
GO:0090028	obsolete positive regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion	BP
GO:0090029	obsolete negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion	BP
GO:0090037	positive regulation of protein kinase C signaling	BP
GO:0090038	negative regulation of protein kinase C signaling	BP
GO:0090052	regulation of pericentric heterochromatin formation	BP
GO:0090065		
GO:0090074	obsolete negative regulation of protein homodimerization activity	BP
GO:0090079	obsolete translation regulator activity, nucleic acid binding	MF
GO:0090089	regulation of dipeptide transport	BP
GO:0090093	regulation of fungal-type cell wall beta-glucan biosynthetic process	BP
GO:0090110	COPII-coated vesicle cargo loading	BP
GO:0090114	COPII-coated vesicle budding	BP
GO:0090124	obsolete N-4 methylation of cytosine	BP
GO:0090141	positive regulation of mitochondrial fission	BP
GO:0090149	mitochondrial membrane fission	BP
GO:0090153	regulation of sphingolipid biosynthetic process	BP
GO:0090155	negative regulation of sphingolipid biosynthetic process	BP
GO:0090156	intracellular sphingolipid homeostasis	BP
GO:0090158	endoplasmic reticulum membrane organization	BP
GO:0090202	obsolete gene looping	BP
GO:0090232	positive regulation of spindle checkpoint	BP
GO:0090262	regulation of transcription-coupled nucleotide-excision repair	BP
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	BP
GO:0090281	negative regulation of calcium ion import	BP
GO:0090282	obsolete positive regulation of transcription involved in G2/M transition of mitotic cell cycle	BP
GO:0090295	nitrogen catabolite repression of transcription	BP
GO:0090296	regulation of mitochondrial DNA replication	BP
GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis	BP
GO:0090306	meiotic spindle assembly	BP
GO:0090307	mitotic spindle assembly	BP
GO:0090334	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process	BP
GO:0090338	positive regulation of formin-nucleated actin cable assembly	BP
GO:0090368	obsolete regulation of ornithine metabolic process	BP
GO:0090374	oligopeptide export from mitochondrion	BP
GO:0090385	phagosome-lysosome fusion	BP
GO:0090399	replicative senescence	BP
GO:0090441	obsolete trehalose biosynthesis in response to heat stress	BP
GO:0090452	lithium ion transmembrane transport	BP
GO:0090463	intracellular lysine homeostasis	BP
GO:0090464	intracellular histidine homeostasis	BP
GO:0090465	intracellular arginine homeostasis	BP
GO:0090501	obsolete RNA phosphodiester bond hydrolysis	BP
GO:0090502	obsolete RNA phosphodiester bond hydrolysis, endonucleolytic	BP
GO:0090503	obsolete RNA phosphodiester bond hydrolysis, exonucleolytic	BP
GO:0090513	L-histidine transmembrane import into vacuole	BP
GO:0090514	L-tyrosine transmembrane import into vacuole	BP
GO:0090515	L-glutamate transmembrane import into vacuole	BP
GO:0090516	L-serine transmembrane import into vacuole	BP
GO:0090517	L-lysine transmembrane import into vacuole	BP
GO:0090518	L-arginine transmembrane import into vacuole	BP
GO:0090522	obsolete vesicle tethering involved in exocytosis	BP
GO:0090561	nuclear migration during mitotic telophase	BP
GO:0090606	single-species surface biofilm formation	BP
GO:0097002	mitochondrial inner boundary membrane	CC
GO:0097010	eukaryotic translation initiation factor 4F complex assembly	BP
GO:0097020	COPII receptor activity	MF
GO:0097027	ubiquitin-protein transferase activator activity	MF
GO:0097034	obsolete mitochondrial respiratory chain complex IV biogenesis	BP
GO:0097036	regulation of plasma membrane sterol distribution	BP
GO:0097038	perinuclear endoplasmic reticulum	CC
GO:0097042	obsolete extrinsic component of fungal-type vacuolar membrane	CC
GO:0097043	obsolete histone H3-K56 acetylation	BP
GO:0097046	replication fork progression beyond termination site	BP
GO:0097052	obsolete L-kynurenine metabolic process	BP
GO:0097053	obsolete L-kynurenine catabolic process	BP
GO:0097064	obsolete ncRNA export from nucleus	BP
GO:0097079	selenite:proton symporter activity	MF
GO:0097080	plasma membrane selenite transport	BP
GO:0097157	pre-mRNA intronic binding	MF
GO:0097159	obsolete organic cyclic compound binding	MF
GO:0097177	mitochondrial ribosome binding	MF
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	CC
GO:0097248	maintenance of protein location in cell cortex of cell tip	BP
GO:0097249		
GO:0097250	mitochondrial respirasome assembly	BP
GO:0097255	R2TP complex	CC
GO:0097264	self proteolysis	BP
GO:0097271	protein localization to bud neck	BP
GO:0097301	obsolete regulation of potassium ion concentration by positive regulation of transcription from RNA polymerase II promoter	BP
GO:0097344	obsolete Rix1 complex	CC
GO:0097356	perinucleolar compartment	CC
GO:0097358	D-leucyl-tRNA(Leu) deacylase activity	MF
GO:0097359	UDP-glucosylation	BP
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex	CC
GO:0097373	MCM core complex	CC
GO:0097394	obsolete telomeric repeat-containing RNA transcription by RNA polymerase II	BP
GO:0097428	obsolete protein maturation by iron-sulfur cluster transfer	BP
GO:0097502	obsolete mannosylation	BP
GO:0097505	Rad6-Rad18 complex	CC
GO:0097507	hypoxanthine DNA N-glycosylase activity	MF
GO:0097508	xanthine DNA N-glycosylase activity	MF
GO:0097509	oxanine DNA N-glycosylase activity	MF
GO:0097525	spliceosomal snRNP complex	CC
GO:0097549	obsolete chromatin organization involved in negative regulation of transcription	BP
GO:0097550	transcription preinitiation complex	CC
GO:0097552	mitochondrial double-strand break repair via homologous recombination	BP
GO:0097553	calcium ion transmembrane import into cytosol	BP
GO:0097575	lateral cell cortex	CC
GO:0097576	vacuole fusion	BP
GO:0097587	MutLgamma complex	CC
GO:0097602	cullin family protein binding	MF
GO:0097623	potassium ion export across plasma membrane	BP
GO:0097624	UDP-galactose transmembrane import into Golgi lumen	BP
GO:0097635	obsolete extrinsic component of autophagosome membrane	CC
GO:0097638	L-arginine import across plasma membrane	BP
GO:0098504	obsolete DNA 3' dephosphorylation involved in DNA repair	BP
GO:0098505	G-rich strand telomeric DNA binding	MF
GO:0098506	polynucleotide 3' dephosphorylation	BP
GO:0098507	polynucleotide 5' dephosphorylation	BP
GO:0098655	monoatomic cation transmembrane transport	BP
GO:0098703	calcium ion import across plasma membrane	BP
GO:0098734	macromolecule depalmitoylation	BP
GO:0098744	1-phosphatidylinositol 4-kinase activator activity	MF
GO:0098783		
GO:0098849	cellular detoxification of cadmium ion	BP
GO:0098863	nuclear migration by microtubule mediated pushing forces	BP
GO:0098869	cellular oxidant detoxification	BP
GO:0102483	obsolete scopolin beta-glucosidase activity	MF
GO:1900018	obsolete phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex	BP
GO:1900035	negative regulation of cellular response to heat	BP
GO:1900050	obsolete negative regulation of histone exchange	BP
